output for each value of regA

0: 0,
240: 1,1,3,
241: 2,1,3,
242: 5,1,3,
243: 4,1,3,
244: 2,1,3,
245: 0,1,3,
246: 5,1,3,
247: 0,1,3,
248: 1,0,3,
249: 2,0,3,
250: 5,0,3,
251: 4,0,3,
252: 3,0,3,
253: 2,0,3,
254: 1,0,3,
255: 0,0,3,
256: 2,0,4,
257: 5,0,4,
258: 2,0,4,
259: 3,0,4,
260: 4,0,4,
261: 4,0,4,
262: 5,0,4,
263: 0,0,4,
264: 2,1,4,
265: 5,1,4,
266: 2,1,4,
267: 3,1,4,
268: 5,1,4,
269: 6,1,4,
270: 1,1,4,
271: 0,1,4,
272: 2,3,4,
273: 5,3,4,
274: 2,3,4,
275: 2,3,4,
276: 6,3,4,
277: 0,3,4,
278: 5,3,4,
279: 0,3,4,
280: 2,1,4,
281: 5,1,4,
282: 2,1,4,
283: 2,1,4,
284: 7,1,4,
285: 2,1,4,
286: 1,1,4,
287: 0,1,4,
288: 2,0,4,
289: 5,0,4,
290: 3,0,4,
291: 1,0,4,
292: 0,0,4,
293: 4,0,4,
294: 5,0,4,
295: 0,0,4,
296: 2,4,4,
297: 5,4,4,
298: 3,4,4,
299: 1,4,4,
300: 1,4,4,
301: 6,4,4,
302: 1,4,4,
303: 0,4,4,
304: 2,5,4,
305: 5,5,4,
306: 3,5,4,
307: 0,5,4,
308: 2,5,4,
309: 0,5,4,
310: 5,5,4,
311: 0,5,4,
312: 2,0,4,
313: 5,0,4,
314: 3,0,4,
315: 0,0,4,
316: 3,0,4,
317: 2,0,4,
318: 1,0,4,
319: 0,0,4,
320: 2,0,4,
321: 4,0,4,
322: 0,0,4,
323: 7,0,4,
324: 4,0,4,
325: 4,0,4,
326: 5,0,4,
327: 0,0,4,
328: 2,1,4,
329: 4,1,4,
330: 0,1,4,
331: 7,1,4,
332: 5,1,4,
333: 6,1,4,
334: 1,1,4,
335: 0,1,4,
336: 2,3,4,
337: 4,3,4,
338: 0,3,4,
339: 6,3,4,
340: 6,3,4,
341: 0,3,4,
342: 5,3,4,
343: 0,3,4,
344: 2,1,4,
345: 4,1,4,
346: 0,1,4,
347: 6,1,4,
348: 7,1,4,
349: 2,1,4,
350: 1,1,4,
351: 0,1,4,
352: 2,1,4,
353: 4,1,4,
354: 1,1,4,
355: 5,1,4,
356: 0,1,4,
357: 4,1,4,
358: 5,1,4,
359: 0,1,4,
360: 2,6,4,
361: 4,6,4,
362: 1,6,4,
363: 5,6,4,
364: 1,6,4,
365: 6,6,4,
366: 1,6,4,
367: 0,6,4,
368: 2,1,4,
369: 4,1,4,
370: 1,1,4,
371: 4,1,4,
372: 2,1,4,
373: 0,1,4,
374: 5,1,4,
375: 0,1,4,
376: 2,0,4,
377: 4,0,4,
378: 1,0,4,
379: 4,0,4,
380: 3,0,4,
381: 2,0,4,
382: 1,0,4,
383: 0,0,4,
384: 3,0,5,
385: 7,0,5,
386: 6,0,5,
387: 3,0,5,
388: 4,0,5,
389: 4,0,5,
390: 5,0,5,
391: 0,0,5,
392: 3,1,5,
393: 7,1,5,
394: 6,1,5,
395: 3,1,5,
396: 5,1,5,
397: 6,1,5,
398: 1,1,5,
399: 0,1,5,
400: 3,3,5,
401: 7,3,5,
402: 6,3,5,
403: 2,3,5,
404: 6,3,5,
405: 0,3,5,
406: 5,3,5,
407: 0,3,5,
408: 3,0,5,
409: 7,0,5,
410: 6,0,5,
411: 2,0,5,
412: 7,0,5,
413: 2,0,5,
414: 1,0,5,
415: 0,0,5,
416: 3,2,5,
417: 7,2,5,
418: 7,2,5,
419: 1,2,5,
420: 0,2,5,
421: 4,2,5,
422: 5,2,5,
423: 0,2,5,
424: 3,0,5,
425: 7,0,5,
426: 7,0,5,
427: 1,0,5,
428: 1,0,5,
429: 6,0,5,
430: 1,0,5,
431: 0,0,5,
432: 3,5,5,
433: 7,5,5,
434: 7,5,5,
435: 0,5,5,
436: 2,5,5,
437: 0,5,5,
438: 5,5,5,
439: 0,5,5,
440: 3,0,5,
441: 7,0,5,
442: 7,0,5,
443: 0,0,5,
444: 3,0,5,
445: 2,0,5,
446: 1,0,5,
447: 0,0,5,
448: 3,0,0,
449: 6,0,0,
450: 4,0,0,
451: 7,0,0,
452: 4,0,0,
453: 4,0,0,
454: 5,0,0,
455: 0,0,0,
456: 3,1,0,
457: 6,1,0,
458: 4,1,0,
459: 7,1,0,
460: 5,1,0,
461: 6,1,0,
462: 1,1,0,
463: 0,1,0,
464: 3,3,0,
465: 6,3,0,
466: 4,3,0,
467: 6,3,0,
468: 6,3,0,
469: 0,3,0,
470: 5,3,0,
471: 0,3,0,
472: 3,0,0,
473: 6,0,0,
474: 4,0,0,
475: 6,0,0,
476: 7,0,0,
477: 2,0,0,
478: 1,0,0,
479: 0,0,0,
480: 3,3,0,
481: 6,3,0,
482: 5,3,0,
483: 5,3,0,
484: 0,3,0,
485: 4,3,0,
486: 5,3,0,
487: 0,3,0,
488: 3,2,0,
489: 6,2,0,
490: 5,2,0,
491: 5,2,0,
492: 1,2,0,
493: 6,2,0,
494: 1,2,0,
495: 0,2,0,
496: 3,1,0,
497: 6,1,0,
498: 5,1,0,
499: 4,1,0,
500: 2,1,0,
501: 0,1,0,
502: 5,1,0,
503: 0,1,0,
504: 3,0,0,
505: 6,0,0,
506: 5,0,0,
507: 4,0,0,
508: 3,0,0,
509: 2,0,0,
510: 1,0,0,
511: 0,0,0,
512: 4,0,0,1,
513: 1,0,0,1,
514: 2,0,0,1,
515: 3,0,0,1,
516: 4,0,0,1,
517: 4,0,0,1,
518: 5,0,0,1,
519: 0,0,0,1,
520: 4,0,0,1,
521: 1,0,0,1,
522: 2,0,0,1,
523: 3,0,0,1,
524: 5,0,0,1,
525: 6,0,0,1,
526: 1,0,0,1,
527: 0,0,0,1,
528: 4,0,0,1,
529: 1,0,0,1,
530: 2,0,0,1,
531: 2,0,0,1,
532: 6,0,0,1,
533: 0,0,0,1,
534: 5,0,0,1,
535: 0,0,0,1,
536: 4,7,0,1,
537: 1,7,0,1,
538: 2,7,0,1,
539: 2,7,0,1,
540: 7,7,0,1,
541: 2,7,0,1,
542: 1,7,0,1,
543: 0,7,0,1,
544: 4,4,0,1,
545: 1,4,0,1,
546: 3,4,0,1,
547: 1,4,0,1,
548: 0,4,0,1,
549: 4,4,0,1,
550: 5,4,0,1,
551: 0,4,0,1,
552: 4,4,0,1,
553: 1,4,0,1,
554: 3,4,0,1,
555: 1,4,0,1,
556: 1,4,0,1,
557: 6,4,0,1,
558: 1,4,0,1,
559: 0,4,0,1,
560: 4,5,0,1,
561: 1,5,0,1,
562: 3,5,0,1,
563: 0,5,0,1,
564: 2,5,0,1,
565: 0,5,0,1,
566: 5,5,0,1,
567: 0,5,0,1,
568: 4,0,0,1,
569: 1,0,0,1,
570: 3,0,0,1,
571: 0,0,0,1,
572: 3,0,0,1,
573: 2,0,0,1,
574: 1,0,0,1,
575: 0,0,0,1,
576: 4,0,1,1,
577: 0,0,1,1,
578: 0,0,1,1,
579: 7,0,1,1,
580: 4,0,1,1,
581: 4,0,1,1,
582: 5,0,1,1,
583: 0,0,1,1,
584: 4,0,1,1,
585: 0,0,1,1,
586: 0,0,1,1,
587: 7,0,1,1,
588: 5,0,1,1,
589: 6,0,1,1,
590: 1,0,1,1,
591: 0,0,1,1,
592: 4,0,1,1,
593: 0,0,1,1,
594: 0,0,1,1,
595: 6,0,1,1,
596: 6,0,1,1,
597: 0,0,1,1,
598: 5,0,1,1,
599: 0,0,1,1,
600: 4,7,1,1,



